id,api_uri,name,party,state,district,total_votes,votes_with_party,party_votes_pct,rank,notes
L000287,https://api.propublica.org/congress/v1/members/L000287.json,John Lewis,D,GA,5,1325,1166,95.03,231,
W000804,https://api.propublica.org/congress/v1/members/W000804.json,Robert J. Wittman,R,VA,1,1325,1245,95.04,232,
W000822,https://api.propublica.org/congress/v1/members/W000822.json,Bonnie Watson Coleman,D,NJ,12,1325,1245,95.04,233,
K000362,https://api.propublica.org/congress/v1/members/K000362.json,Steve King,R,IA,4,1325,1207,95.04,234,
B001270,https://api.propublica.org/congress/v1/members/B001270.json,Karen Bass,D,CA,37,1325,1137,95.07,235,
L000584,https://api.propublica.org/congress/v1/members/L000584.json,Mia Love,R,UT,4,1325,1236,95.08,236,
H001034,https://api.propublica.org/congress/v1/members/H001034.json,Michael M. Honda,D,CA,17,1325,1238,95.08,237,Lost general election.
M001144,https://api.propublica.org/congress/v1/members/M001144.json,Jeff Miller,R,FL,1,1325,1220,95.09,238,"Announced retirement on March 10, 2016"
J000032,https://api.propublica.org/congress/v1/members/J000032.json,Sheila Jackson Lee,D,TX,18,1325,1104,95.09,239,
O000170,https://api.propublica.org/congress/v1/members/O000170.json,Beto O'Rourke,D,TX,16,1325,1203,95.1,240,
C001069,https://api.propublica.org/congress/v1/members/C001069.json,Joe Courtney,D,CT,2,1325,1244,95.11,241,
M001158,https://api.propublica.org/congress/v1/members/M001158.json,Kenny Marchant,R,TX,24,1325,1170,95.12,242,
C001051,https://api.propublica.org/congress/v1/members/C001051.json,John Carter,R,TX,31,1311,1172,95.13,243,
H001045,https://api.propublica.org/congress/v1/members/H001045.json,Gregg Harper,R,MS,3,1325,1232,95.14,244,
R000604,https://api.propublica.org/congress/v1/members/R000604.json,Steve Russell,R,OK,5,1325,1237,95.15,245,
J000292,https://api.propublica.org/congress/v1/members/J000292.json,Bill Johnson,R,OH,6,1325,1257,95.16,246,
R000603,https://api.propublica.org/congress/v1/members/R000603.json,David Rouzer,R,NC,7,1325,1259,95.16,247,
C000537,https://api.propublica.org/congress/v1/members/C000537.json,James E. Clyburn,D,SC,6,1325,1188,95.19,248,
F000458,https://api.propublica.org/congress/v1/members/F000458.json,Stephen Fincher,R,TN,8,1325,917,95.22,249,"Announced retirement on Feb. 1, 2016"
B001255,https://api.propublica.org/congress/v1/members/B001255.json,Charles Boustany Jr.,R,LA,3,1325,1246,95.26,250,Running for Senate
B001293,https://api.propublica.org/congress/v1/members/B001293.json,Mike Bishop,R,MI,8,1325,1252,95.28,251,
S001145,https://api.propublica.org/congress/v1/members/S001145.json,Jan Schakowsky,D,IL,9,1325,1213,95.29,252,
N000181,https://api.propublica.org/congress/v1/members/N000181.json,Devin Nunes,R,CA,22,1325,1259,95.31,253,
N000015,https://api.propublica.org/congress/v1/members/N000015.json,Richard E. Neal,D,MA,1,1325,1226,95.33,254,
W000819,https://api.propublica.org/congress/v1/members/W000819.json,Mark Walker,R,NC,6,1325,1230,95.35,255,
T000468,https://api.propublica.org/congress/v1/members/T000468.json,Dina Titus,D,NV,1,1325,1193,95.36,256,
C001101,https://api.propublica.org/congress/v1/members/C001101.json,Katherine Clark,D,MA,5,1325,1255,95.36,257,
C000714,https://api.propublica.org/congress/v1/members/C000714.json,John Conyers Jr.,D,MI,13,1325,1195,95.37,258,
H001048,https://api.propublica.org/congress/v1/members/H001048.json,Duncan D. Hunter,R,CA,50,1325,1237,95.37,259,
P000034,https://api.propublica.org/congress/v1/members/P000034.json,Frank Pallone,D,NJ,6,1325,1240,95.38,260,
H001073,https://api.propublica.org/congress/v1/members/H001073.json,Will Hurd,R,TX,23,1325,1261,95.39,261,
C001103,https://api.propublica.org/congress/v1/members/C001103.json,Buddy Carter,R,GA,1,1325,1241,95.39,262,
M001160,https://api.propublica.org/congress/v1/members/M001160.json,Gwen Moore,D,WI,4,1325,1159,95.39,263,
W000809,https://api.propublica.org/congress/v1/members/W000809.json,Steve Womack,R,AR,3,1325,1264,95.4,264,
W000815,https://api.propublica.org/congress/v1/members/W000815.json,Brad Wenstrup,R,OH,2,1325,1246,95.41,265,
W000820,https://api.propublica.org/congress/v1/members/W000820.json,Mimi Walters,R,CA,45,1325,1207,95.42,266,
H001072,https://api.propublica.org/congress/v1/members/H001072.json,French Hill,R,AR,2,1325,1256,95.44,267,
H001068,https://api.propublica.org/congress/v1/members/H001068.json,Jared Huffman,D,CA,2,1325,1236,95.44,268,
Y000064,https://api.propublica.org/congress/v1/members/Y000064.json,Todd Young,R,IN,9,1325,1216,95.45,269,Elected to Senate
S001193,https://api.propublica.org/congress/v1/members/S001193.json,Eric Swalwell,D,CA,15,1325,1218,95.45,270,
G000377,https://api.propublica.org/congress/v1/members/G000377.json,Kay Granger,R,TX,12,1325,1178,95.46,271,
T000474,https://api.propublica.org/congress/v1/members/T000474.json,Norma Torres,D,CA,35,1325,1248,95.49,272,
C001096,https://api.propublica.org/congress/v1/members/C001096.json,Kevin Cramer,R,ND,1,1325,1228,95.49,273,
C001061,https://api.propublica.org/congress/v1/members/C001061.json,Emanuel Cleaver II,D,MO,5,1325,1144,95.49,274,
C001067,https://api.propublica.org/congress/v1/members/C001067.json,Yvette D. Clarke,D,NY,9,1325,1230,95.5,275,
P000606,https://api.propublica.org/congress/v1/members/P000606.json,Robert Pittenger,R,NC,9,1325,1231,95.5,276,
L000560,https://api.propublica.org/congress/v1/members/L000560.json,Rick Larsen,D,WA,2,1325,1254,95.51,277,
E000293,https://api.propublica.org/congress/v1/members/E000293.json,Elizabeth Esty,D,CT,5,1325,1257,95.52,278,
H001060,https://api.propublica.org/congress/v1/members/H001060.json,Robert Hurt,R,VA,5,1325,1216,95.52,279,"Announced retirement on Dec. 23, 2015"
W000187,https://api.propublica.org/congress/v1/members/W000187.json,Maxine Waters,D,CA,43,1311,1157,95.54,280,
B001250,https://api.propublica.org/congress/v1/members/B001250.json,Rob Bishop,R,UT,1,1325,1203,95.55,281,
S000480,https://api.propublica.org/congress/v1/members/S000480.json,Louise M. Slaughter,D,NY,25,1325,1228,95.56,282,
F000030,https://api.propublica.org/congress/v1/members/F000030.json,Sam Farr,D,CA,20,1325,1191,95.59,283,"Announced retirement on Nov. 12, 2015"
M000689,https://api.propublica.org/congress/v1/members/M000689.json,John L. Mica,R,FL,7,1325,1258,95.59,284,Lost general election.
B001292,https://api.propublica.org/congress/v1/members/B001292.json,Donald Beyer,D,VA,8,1325,1215,95.59,285,
H001064,https://api.propublica.org/congress/v1/members/H001064.json,Denny Heck,D,WA,10,1325,1259,95.6,286,
G000535,https://api.propublica.org/congress/v1/members/G000535.json,Luis V. Gutiérrez,D,IL,4,1325,1066,95.61,287,
W000806,https://api.propublica.org/congress/v1/members/W000806.json,Daniel Webster,R,FL,10,1325,1197,95.61,288,Elected to 11th District seat.
F000461,https://api.propublica.org/congress/v1/members/F000461.json,Bill Flores,R,TX,17,1325,1243,95.62,289,
P000096,https://api.propublica.org/congress/v1/members/P000096.json,Bill Pascrell Jr.,D,NJ,9,1325,1226,95.63,290,
R000593,https://api.propublica.org/congress/v1/members/R000593.json,Dennis Ross,R,FL,15,1325,1249,95.64,291,
L000570,https://api.propublica.org/congress/v1/members/L000570.json,Ben Ray Luján,D,NM,3,1325,1253,95.65,292,
S000510,https://api.propublica.org/congress/v1/members/S000510.json,Adam Smith,D,WA,9,1325,1012,95.65,293,
S001195,https://api.propublica.org/congress/v1/members/S001195.json,Jason Smith,R,MO,8,1325,1256,95.66,294,
R000591,https://api.propublica.org/congress/v1/members/R000591.json,Martha Roby,R,AL,2,1325,1234,95.66,295,
D000617,https://api.propublica.org/congress/v1/members/D000617.json,Suzan K. DelBene,D,WA,1,1325,1259,95.67,296,
Q000023,https://api.propublica.org/congress/v1/members/Q000023.json,Mike Quigley,D,IL,5,1325,1241,95.68,297,
M001166,https://api.propublica.org/congress/v1/members/M001166.json,Jerry McNerney,D,CA,9,1325,1242,95.69,298,
J000288,https://api.propublica.org/congress/v1/members/J000288.json,Hank Johnson,D,GA,4,1325,1226,95.71,299,
K000387,https://api.propublica.org/congress/v1/members/K000387.json,Steve Knight,R,CA,25,1325,1249,95.71,300,
S001175,https://api.propublica.org/congress/v1/members/S001175.json,Jackie Speier,D,CA,14,1325,1161,95.71,301,
C001097,https://api.propublica.org/congress/v1/members/C001097.json,Tony Cárdenas,D,CA,29,1325,1161,95.71,302,
T000460,https://api.propublica.org/congress/v1/members/T000460.json,Mike Thompson,D,CA,5,1325,1228,95.71,303,
I000057,https://api.propublica.org/congress/v1/members/I000057.json,Steve Israel,D,NY,3,1325,1228,95.71,304,"Announced retirement on Jan. 5, 2016"
C001066,https://api.propublica.org/congress/v1/members/C001066.json,Kathy Castor,D,FL,14,1325,1229,95.72,305,
D000482,https://api.propublica.org/congress/v1/members/D000482.json,Mike Doyle,D,PA,14,1325,1209,95.72,306,
L000491,https://api.propublica.org/congress/v1/members/L000491.json,Frank D. Lucas,R,OK,3,1325,1265,95.76,307,
C001072,https://api.propublica.org/congress/v1/members/C001072.json,André Carson,D,IN,7,1325,1250,95.79,308,
D000399,https://api.propublica.org/congress/v1/members/D000399.json,Lloyd Doggett,D,TX,35,1325,1250,95.79,309,
T000473,https://api.propublica.org/congress/v1/members/T000473.json,Mark Takai,D,HI,1,1181,728,95.79,310,"Died on July 20, 2016."
E000288,https://api.propublica.org/congress/v1/members/E000288.json,Keith Ellison,D,MN,5,1325,1212,95.81,311,
L000557,https://api.propublica.org/congress/v1/members/L000557.json,John B. Larson,D,CT,1,1325,1214,95.82,312,
P000604,https://api.propublica.org/congress/v1/members/P000604.json,Donald M. Payne Jr.,D,NJ,10,1325,1032,95.82,313,
C001090,https://api.propublica.org/congress/v1/members/C001090.json,Matt Cartwright,D,PA,17,1325,1240,95.83,314,
J000174,https://api.propublica.org/congress/v1/members/J000174.json,Sam Johnson,R,TX,3,1325,1149,95.83,315,
H000874,https://api.propublica.org/congress/v1/members/H000874.json,Steny H. Hoyer,D,MD,5,1325,1219,95.83,316,
B000287,https://api.propublica.org/congress/v1/members/B000287.json,Xavier Becerra,D,CA,34,1325,1197,95.84,317,
C001049,https://api.propublica.org/congress/v1/members/C001049.json,William Lacy Clay,D,MO,1,1325,1225,95.85,318,
L000565,https://api.propublica.org/congress/v1/members/L000565.json,Dave Loebsack,D,IA,2,1325,1252,95.87,319,
T000469,https://api.propublica.org/congress/v1/members/T000469.json,Paul Tonko,D,NY,20,1320,1253,95.87,320,
F000455,https://api.propublica.org/congress/v1/members/F000455.json,Marcia L. Fudge,D,OH,11,1325,1232,95.88,321,
G000563,https://api.propublica.org/congress/v1/members/G000563.json,Bob Gibbs,R,OH,7,1325,1260,95.89,322,
S001192,https://api.propublica.org/congress/v1/members/S001192.json,Chris Stewart,R,UT,2,1325,1237,95.89,323,
L000585,https://api.propublica.org/congress/v1/members/L000585.json,Darin M. LaHood,R,IL,18,829,794,95.89,324,
B001282,https://api.propublica.org/congress/v1/members/B001282.json,Andy Barr,R,KY,6,1325,1262,95.9,325,
L000578,https://api.propublica.org/congress/v1/members/L000578.json,Doug LaMalfa,R,CA,1,1325,1241,95.9,326,
E000179,https://api.propublica.org/congress/v1/members/E000179.json,Eliot L. Engel,D,NY,16,1320,1176,95.92,327,
C001094,https://api.propublica.org/congress/v1/members/C001094.json,Paul Cook,R,CA,8,1325,1249,95.93,328,
B001227,https://api.propublica.org/congress/v1/members/B001227.json,Robert A. Brady,D,PA,1,1325,1203,95.93,329,
B000213,https://api.propublica.org/congress/v1/members/B000213.json,Joe L. Barton,R,TX,6,1325,1230,95.94,330,
M001194,https://api.propublica.org/congress/v1/members/M001194.json,John Moolenaar,R,MI,4,1325,1255,95.95,331,
K000363,https://api.propublica.org/congress/v1/members/K000363.json,John Kline,R,MN,2,1325,1257,95.95,332,"Announced retirement on Sept. 3, 2015"
N000182,https://api.propublica.org/congress/v1/members/N000182.json,Randy Neugebauer,R,TX,19,1325,1261,95.97,333,"Announced retirement on Sept. 17, 2015"
H001063,https://api.propublica.org/congress/v1/members/H001063.json,Janice Hahn,D,CA,44,1303,1214,95.97,334,Running for county supervisor
B001257,https://api.propublica.org/congress/v1/members/B001257.json,Gus Bilirakis,R,FL,12,1325,1262,95.97,335,
W000798,https://api.propublica.org/congress/v1/members/W000798.json,Tim Walberg,R,MI,7,1325,1263,95.97,336,
B001278,https://api.propublica.org/congress/v1/members/B001278.json,Suzanne Bonamici,D,OR,1,1325,1240,95.98,337,
V000081,https://api.propublica.org/congress/v1/members/V000081.json,Nydia M. Velázquez,D,NY,7,1320,1246,95.99,338,
H001059,https://api.propublica.org/congress/v1/members/H001059.json,Randy Hultgren,R,IL,14,1325,1246,95.99,339,
P000602,https://api.propublica.org/congress/v1/members/P000602.json,Mike Pompeo,R,KS,4,1325,1227,96.01,340,
R000570,https://api.propublica.org/congress/v1/members/R000570.json,Paul D. Ryan,R,WI,1,1325,557,96.03,341,Speaker votes at his discretion
R000598,https://api.propublica.org/congress/v1/members/R000598.json,Keith Rothfus,R,PA,12,1325,1260,96.04,342,
F000445,https://api.propublica.org/congress/v1/members/F000445.json,J. Randy Forbes,R,VA,4,1325,1166,96.05,343,Lost primary election.
P000373,https://api.propublica.org/congress/v1/members/P000373.json,Joe Pitts,R,PA,16,1325,1239,96.05,344,"Announced retirement on Nov. 6, 2015"
L000569,https://api.propublica.org/congress/v1/members/L000569.json,Blaine Luetkemeyer,R,MO,3,1325,1252,96.09,345,
W000816,https://api.propublica.org/congress/v1/members/W000816.json,Roger Williams,R,TX,25,1325,1193,96.13,346,
K000388,https://api.propublica.org/congress/v1/members/K000388.json,Trent Kelly,R,MS,1,1017,950,96.15,347,
P000597,https://api.propublica.org/congress/v1/members/P000597.json,Chellie Pingree,D,ME,1,1325,1256,96.17,348,
Y000062,https://api.propublica.org/congress/v1/members/Y000062.json,John Yarmuth,D,KY,3,1325,1183,96.18,349,
B001243,https://api.propublica.org/congress/v1/members/B001243.json,Marsha Blackburn,R,TN,7,1325,1235,96.18,350,
K000009,https://api.propublica.org/congress/v1/members/K000009.json,Marcy Kaptur,D,OH,9,1325,1212,96.19,351,
W000812,https://api.propublica.org/congress/v1/members/W000812.json,Ann Wagner,R,MO,2,1325,1189,96.2,352,
F000459,https://api.propublica.org/congress/v1/members/F000459.json,Chuck Fleischmann,R,TN,3,1325,1265,96.2,353,
T000472,https://api.propublica.org/congress/v1/members/T000472.json,Mark Takano,D,CA,41,1325,1270,96.21,354,
F000043,https://api.propublica.org/congress/v1/members/F000043.json,Chaka Fattah,D,PA,2,1045,764,96.22,355,"Resigned effective June 23, 2016."
C001062,https://api.propublica.org/congress/v1/members/C001062.json,K. Michael Conaway,R,TX,11,1325,1275,96.23,356,
M001165,https://api.propublica.org/congress/v1/members/M001165.json,Kevin McCarthy,R,CA,23,1325,1257,96.25,357,
B001289,https://api.propublica.org/congress/v1/members/B001289.json,Bradley Byrne,R,AL,1,1325,1236,96.26,358,
H001053,https://api.propublica.org/congress/v1/members/H001053.json,Vicky Hartzler,R,MO,4,1325,1262,96.26,359,
L000564,https://api.propublica.org/congress/v1/members/L000564.json,Doug Lamborn,R,CO,5,1325,1238,96.27,360,
T000238,https://api.propublica.org/congress/v1/members/T000238.json,William M. Thornberry,R,TX,13,1325,1264,96.27,361,
K000379,https://api.propublica.org/congress/v1/members/K000379.json,Joseph P. Kennedy III,D,MA,4,1325,1215,96.28,362,
C001087,https://api.propublica.org/congress/v1/members/C001087.json,Rick Crawford,R,AR,1,1325,1220,96.29,363,
N000002,https://api.propublica.org/congress/v1/members/N000002.json,Jerrold Nadler,D,NY,10,1320,1173,96.31,364,
B001251,https://api.propublica.org/congress/v1/members/B001251.json,G. K. Butterfield,D,NC,1,1325,1209,96.33,365,
M001159,https://api.propublica.org/congress/v1/members/M001159.json,Cathy McMorris Rodgers,R,WA,5,1325,1269,96.36,366,
G000566,https://api.propublica.org/congress/v1/members/G000566.json,Trey Gowdy,R,SC,4,1324,1218,96.36,367,
L000576,https://api.propublica.org/congress/v1/members/L000576.json,Billy Long,R,MO,7,1325,1220,96.37,368,
L000480,https://api.propublica.org/congress/v1/members/L000480.json,Nita M. Lowey,D,NY,17,1320,1260,96.4,369,
L000579,https://api.propublica.org/congress/v1/members/L000579.json,Alan Lowenthal,D,CA,47,1325,1265,96.42,370,
D000598,https://api.propublica.org/congress/v1/members/D000598.json,Susan A. Davis,D,CA,53,1325,1267,96.42,371,
C001036,https://api.propublica.org/congress/v1/members/C001036.json,Lois Capps,D,CA,24,1325,1219,96.44,372,"Announced retirement on April 8, 2015"
R000582,https://api.propublica.org/congress/v1/members/R000582.json,Phil Roe,R,TN,1,1325,1168,96.45,373,"Pamela Roe, the wife of Phil Roe, died on March 5, 2015"
W000797,https://api.propublica.org/congress/v1/members/W000797.json,Debbie Wasserman Schultz,D,FL,23,1325,1172,96.46,374,
G000289,https://api.propublica.org/congress/v1/members/G000289.json,Robert W. Goodlatte,R,VA,6,1325,1261,96.48,375,
M001137,https://api.propublica.org/congress/v1/members/M001137.json,Gregory W. Meeks,D,NY,5,1320,1102,96.5,376,
M001188,https://api.propublica.org/congress/v1/members/M001188.json,Grace Meng,D,NY,6,1320,1216,96.51,377,
A000374,https://api.propublica.org/congress/v1/members/A000374.json,Ralph Abraham,R,LA,5,1325,1277,96.52,378,
M001157,https://api.propublica.org/congress/v1/members/M001157.json,Michael McCaul,R,TX,10,1325,1252,96.53,379,
M001143,https://api.propublica.org/congress/v1/members/M001143.json,Betty McCollum,D,MN,4,1325,1263,96.56,380,
S001156,https://api.propublica.org/congress/v1/members/S001156.json,Linda T. Sánchez,D,CA,38,1325,1245,96.59,381,
P000607,https://api.propublica.org/congress/v1/members/P000607.json,Mark Pocan,D,WI,2,1325,1250,96.6,382,
E000215,https://api.propublica.org/congress/v1/members/E000215.json,Anna G. Eshoo,D,CA,18,1325,1251,96.6,383,
R000486,https://api.propublica.org/congress/v1/members/R000486.json,Lucille Roybal-Allard,D,CA,40,1325,1257,96.62,384,
D000610,https://api.propublica.org/congress/v1/members/D000610.json,Ted Deutch,D,FL,21,1325,1204,96.63,385,
D000623,https://api.propublica.org/congress/v1/members/D000623.json,Mark DeSaulnier,D,CA,11,1325,1267,96.64,386,
M001156,https://api.propublica.org/congress/v1/members/M001156.json,Patrick T. McHenry,R,NC,10,1325,1274,96.66,387,
R000053,https://api.propublica.org/congress/v1/members/R000053.json,Charles B. Rangel,D,NY,13,1320,1218,96.67,388,"Announced retirement on Oct. 30, 2015"
C001091,https://api.propublica.org/congress/v1/members/C001091.json,Joaquín Castro,D,TX,20,1325,1193,96.68,389,
S001176,https://api.propublica.org/congress/v1/members/S001176.json,Steve Scalise,R,LA,1,1325,1259,96.7,390,
H001036,https://api.propublica.org/congress/v1/members/H001036.json,Jeb Hensarling,R,TX,5,1325,1267,96.72,391,
S000248,https://api.propublica.org/congress/v1/members/S000248.json,José E. Serrano,D,NY,15,1325,1268,96.72,392,
B001273,https://api.propublica.org/congress/v1/members/B001273.json,Diane Black,R,TN,6,1325,1215,96.74,393,
S000583,https://api.propublica.org/congress/v1/members/S000583.json,Lamar Smith,R,TX,21,1325,1257,96.77,394,
S001168,https://api.propublica.org/congress/v1/members/S001168.json,John Sarbanes,D,MD,3,1325,1261,96.78,395,
S001150,https://api.propublica.org/congress/v1/members/S001150.json,Adam B. Schiff,D,CA,28,1325,1263,96.78,396,
M000087,https://api.propublica.org/congress/v1/members/M000087.json,Carolyn B. Maloney,D,NY,12,1320,1208,96.79,397,
D000624,https://api.propublica.org/congress/v1/members/D000624.json,Debbie Dingell,D,MI,12,1325,1247,96.82,398,
W000808,https://api.propublica.org/congress/v1/members/W000808.json,Frederica Wilson,D,FL,24,1325,1172,96.86,399,
L000566,https://api.propublica.org/congress/v1/members/L000566.json,Robert E. Latta,R,OH,5,1325,1268,96.87,400,
A000372,https://api.propublica.org/congress/v1/members/A000372.json,Rick Allen,R,GA,12,1325,1268,96.87,401,
K000385,https://api.propublica.org/congress/v1/members/K000385.json,Robin Kelly,D,IL,2,1325,1176,96.87,402,
S001172,https://api.propublica.org/congress/v1/members/S001172.json,Adrian Smith,R,NE,3,1325,1269,96.87,403,
S000185,https://api.propublica.org/congress/v1/members/S000185.json,Robert C. Scott,D,VA,3,1325,1273,96.88,404,
H001038,https://api.propublica.org/congress/v1/members/H001038.json,Brian Higgins,D,NY,26,1320,1251,96.9,405,
L000581,https://api.propublica.org/congress/v1/members/L000581.json,Brenda Lawrence,D,MI,14,1325,1259,96.92,406,
F000462,https://api.propublica.org/congress/v1/members/F000462.json,Lois Frankel,D,FL,22,1325,1259,96.92,407,
O000168,https://api.propublica.org/congress/v1/members/O000168.json,Pete Olson,R,TX,22,1325,1260,96.92,408,
T000465,https://api.propublica.org/congress/v1/members/T000465.json,Niki Tsongas,D,MA,3,1325,1230,96.93,409,
L000263,https://api.propublica.org/congress/v1/members/L000263.json,Sander M. Levin,D,MI,9,1325,1264,96.93,410,
M001190,https://api.propublica.org/congress/v1/members/M001190.json,Markwayne Mullin,R,OK,2,1325,1272,96.95,411,
E000290,https://api.propublica.org/congress/v1/members/E000290.json,Donna Edwards,D,MD,4,1325,1241,96.95,412,Lost Democratic primary for Senate
K000380,https://api.propublica.org/congress/v1/members/K000380.json,Dan Kildee,D,MI,5,1325,1246,96.97,413,
D000216,https://api.propublica.org/congress/v1/members/D000216.json,Rosa DeLauro,D,CT,3,1325,1228,97,414,
D000197,https://api.propublica.org/congress/v1/members/D000197.json,Diana DeGette,D,CO,1,1325,1265,97.01,415,
P000523,https://api.propublica.org/congress/v1/members/P000523.json,David E. Price,D,NC,4,1324,1241,97.03,416,
C000984,https://api.propublica.org/congress/v1/members/C000984.json,Elijah E. Cummings,D,MD,7,1325,1248,97.05,417,
C000266,https://api.propublica.org/congress/v1/members/C000266.json,Steven J. Chabot,R,OH,1,1325,1285,97.05,418,
C001084,https://api.propublica.org/congress/v1/members/C001084.json,David Cicilline,D,RI,1,1324,1255,97.06,419,
C001038,https://api.propublica.org/congress/v1/members/C001038.json,Joseph Crowley,D,NY,14,1320,1237,97.1,420,
S001189,https://api.propublica.org/congress/v1/members/S001189.json,Austin Scott,R,GA,8,1325,1257,97.14,421,
N000179,https://api.propublica.org/congress/v1/members/N000179.json,Grace F. Napolitano,D,CA,32,1325,1224,97.14,422,
B001281,https://api.propublica.org/congress/v1/members/B001281.json,Joyce Beatty,D,OH,3,1325,1262,97.15,423,
W000795,https://api.propublica.org/congress/v1/members/W000795.json,Joe Wilson,R,SC,2,1325,1266,97.16,424,
W000813,https://api.propublica.org/congress/v1/members/W000813.json,Jackie Walorski,R,IN,2,1325,1269,97.17,425,
M001163,https://api.propublica.org/congress/v1/members/M001163.json,Doris Matsui,D,CA,6,1325,1277,97.18,426,
B000755,https://api.propublica.org/congress/v1/members/B000755.json,Kevin Brady,R,TX,8,1325,1229,97.23,427,
S000250,https://api.propublica.org/congress/v1/members/S000250.json,Pete Sessions,R,TX,32,1325,1265,97.23,428,
G000558,https://api.propublica.org/congress/v1/members/G000558.json,Brett Guthrie,R,KY,2,1325,1276,97.26,429,
P000197,https://api.propublica.org/congress/v1/members/P000197.json,Nancy Pelosi,D,CA,12,1325,1172,97.26,430,
J000294,https://api.propublica.org/congress/v1/members/J000294.json,Hakeem Jeffries,D,NY,8,1325,1244,97.26,431,
V000128,https://api.propublica.org/congress/v1/members/V000128.json,Chris Van Hollen,D,MD,8,1325,1250,97.28,432,Elected to Senate
D000096,https://api.propublica.org/congress/v1/members/D000096.json,Danny K. Davis,D,IL,7,1325,1220,97.29,433,
A000370,https://api.propublica.org/congress/v1/members/A000370.json,Alma Adams,D,NC,12,1325,1191,97.3,434,
C001080,https://api.propublica.org/congress/v1/members/C001080.json,Judy Chu,D,CA,27,1325,1231,97.31,435,
G000574,https://api.propublica.org/congress/v1/members/G000574.json,Ruben Gallego,D,AZ,7,1325,1272,97.32,436,
W000821,https://api.propublica.org/congress/v1/members/W000821.json,Bruce Westerman,R,AR,4,1325,1286,97.42,437,
E000296,https://api.propublica.org/congress/v1/members/E000296.json,Dwight Evans,D,PA,2,47,45,97.83,438,
C001108,https://api.propublica.org/congress/v1/members/C001108.json,James Comer,R,KY,1,47,46,97.87,439,
H001050,https://api.propublica.org/congress/v1/members/H001050.json,Colleen Hanabusa,D,HI,1,47,47,100,440,
